Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description,llm_cuisine
Easy Maple Pumpkin Pie,5.0,I made the mistake of making this maple pumpkin pie for Thanksgiving 10 years ago. I have never been allowed to make anything else! My family loves it!,10 mins,40 mins,50 mins,8,1 (9 inch) unbaked pie crust | 1 cup evaporated milk | 1 cup canned pumpkin | ¾ cup white sugar | 3 eggs | ¼ cup maple syrup | ¼ teaspoon maple-flavored extract | 1 teaspoon ground cinnamon | ½ teaspoon salt | ½ teaspoon vanilla extract | ½ teaspoon ground nutmeg,https://www.allrecipes.com/thmb/mlZFyVIE2G4xIB0Zh_1yAeNKFuY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6034911-8b50be6e054f40b7a35322e7ce90ce86.jpg,10.0,40.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Glazed Cheese Danish Squares,4.7,"These glazed Danish squares are super quick and easy, great for potlucks. Best kept in fridge and served cold.",15 mins,30 mins,1 hr 5 mins,12,"nonstick cooking spray | 2 (8 ounce) packages cream cheese, softened | 1 cup white sugar | 1 egg | 1 teaspoon vanilla extract | 2 (8 ounce) cans refrigerated crescent roll dough | ½ cup powdered sugar | 1 tablespoon milk",https://www.allrecipes.com/thmb/I2E8HfdMvgf_AzyYylRnYGnskUk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7534107-6ab5ad37b20f4ee5aa2b15efce1a7bcb.jpg,15.0,30.0,65.0,20.0,D,Short Wait,Wait time 1-30 min,American
Pineapple Fried Rice with Ham,4.4,"This ham fried rice with pineapple is a quick and easy weeknight meal that's so much cheaper, tastier, and healthier than takeout! It is made with brown rice and lots of vegetables.",20 mins,10 mins,30 mins,4,"3 tablespoons soy sauce | 1 tablespoon sesame oil | ½ teaspoon ground ginger | ¼ teaspoon white pepper | 2 tablespoons olive oil | 1 onion, diced | 2 cloves garlic, minced | 2 carrots, peeled and grated | ½ cup frozen corn | ½ cup frozen peas | 3 cups cooked brown rice | 2 cups diced pineapple | ½ cup diced ham | 2 green onions, sliced",https://www.allrecipes.com/thmb/pVW0UK_nBzsrZUdKGcKdwtZz210=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5453454-3e08cea1a96a4b9bbe88e445a532b8c2.jpg,20.0,10.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Chinese
Red Pot Roast,3.9,"Wonderful pot roast with potatoes, onions, and carrots. This was passed down from my grandmother.",30 mins,2 hrs,2 hrs 30 mins,8,"4 ½ pounds chuck roast | 2 cups water | 2 cups ketchup | 1 tablespoon chili powder | 1 tablespoon white sugar | 1 teaspoon salt | 6 large potatoes, peeled and halved | 1 large onion, sliced | 6 carrots, peeled and sliced | 2 tablespoons all-purpose flour | ¼ cup water",https://www.allrecipes.com/thmb/4Q3aYotXIkmjmMq0B5vZDmKXZt4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087809-525746fe95964a9f95a1001e1d7ab4e3.jpg,30.0,120.0,150.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Old-Fashioned Potato Salad,4.6,"This potato salad recipe is for the traditional creamy type of potato salad, with eggs, celery, and relish. It's perfect for making ahead to let the flavors develop.",15 mins,15 mins,1 hr,8,5 medium potatoes | 3 large eggs | 1 cup chopped celery | ½ cup chopped onion | ½ cup sweet pickle relish | ¼ cup mayonnaise | 1 tablespoon prepared mustard | ¼ teaspoon garlic salt | ¼ teaspoon celery salt | ground black pepper to taste,,15.0,15.0,60.0,30.0,D,Short Wait,Wait time 1-30 min,American
Spicy Tex-Mex Salad,4.6,This is an unusual Tex-Mex salad that everyone in my office loves. I get requests for it time and time again.,5 mins,,5 mins,10,"1 (15 ounce) can pinto beans, drained and rinsed | 1 (15 ounce) can black beans, rinsed and drained | 3 tomatoes, chopped | 1 ½ cups shredded Cheddar and Monterey cheese blend | 1 (10 ounce) package chopped romaine lettuce | 1 (16 ounce) bottle Catalina salad dressing | 1 (16 ounce) package corn chips",https://www.allrecipes.com/thmb/zkx2Aa6f7BfL2D-iHyDY5_uMCL8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2988348-25033348ee41427e8cf29bcd5e5f8416.jpg,5.0,,5.0,0.0,,,,Mexican
Peanut Butter Fudge,4.4,This is a recipe my mother gave me. It is very simple and tastes wonderful! Do not double.,5 mins,10 mins,45 mins,16,¾ cup evaporated milk | 2 cups sugar | 2 tablespoons butter | 1 ⅛ cups peanut butter | 2 cups marshmallow creme | 1 teaspoon vanilla extract,https://www.allrecipes.com/thmb/jhrz6KO5ruiLNXz10oC8ryoE31I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1032340-63cbe221cb4f4796bc6c53c1b3bf67d6.jpg,5.0,10.0,45.0,30.0,D,Short Wait,Wait time 1-30 min,American
Stained Glass Gelatin Cake,4.8,This no-bake gelatin cake is a showstopper! It's as delicious to eat as it is pretty to look at. Cubes of colorful Jell-O are placed into a cake pan and set with white gelatin to create this stained glass cake.,30 mins,,8 hrs 30 mins,10,"5 (3 ounce) packages sweetened gelatin mix (such as Jell-O®), 5 different colors | 3 ½ cups boiling water, divided | 3 ½ cups cold water, divided | cooking spray | 1 (1 ounce) package unflavored gelatin powder | 1 (14.1 ounce) can sweetened condensed milk | 1 ¼ cups heavy whipping cream | 1 teaspoon vanilla extract",https://www.allrecipes.com/thmb/S8I-oNs5Mq553fB2FvJ3QWKbX44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4148964-aa9ad85f61b744aa845a4fa9cbeba19a.jpg,30.0,,510.0,480.0,,,,American
Cranberry Cobbler,4.6,"This cranberry cobbler is perfectly delicious, especially when served warm with a scoop of vanilla ice cream. Try it with other fruit like blueberries, rhubarb, or cherries. You can't go wrong with this easy recipe.",15 mins,1 hr,1 hr 15 mins,8,"cooking spray | 2 ½ cups fresh cranberries | 1 ¼ cups white sugar, divided | 1 cup all-purpose flour | ¾ cup butter, melted | 2 large eggs",https://www.allrecipes.com/thmb/SycMF04sOvYOgWgaoQyCWnSelk4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7429152-5d7d3abca2414a619a97d9ff3bb3df8c.jpg,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Ellen's Vegan Stuffed Peppers,4.8,"Roasted buckwheat makes these vegan stuffed peppers a hearty-tasting dish! Gluten-free, dairy-free, vegetarian, and vegan. Serve with hot spaghetti sauce, if desired.",15 mins,49 mins,1 hr 4 mins,4,"1 tablespoon olive oil | 1 onion, chopped | 2 teaspoons minced garlic | ½ cup kasha (toasted buckwheat groats) | 1 ¼ cups vegetable broth | 2 tomatoes, chopped | ¼ cup chopped fresh parsley | ½ teaspoon red pepper flakes, or to taste | salt and ground black pepper to taste | 4 large green bell peppers",https://www.allrecipes.com/thmb/X1SajJPYqHOa1ozevyO0RzeJzbE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7079550-9bf11e22526e4519b685b662b3b8d2f6.jpg,15.0,49.0,64.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Lemon Poppyseed Dressing,4.8,A wonderful dressing for your favorite salads!,10 mins,,10 mins,12,⅓ cup white sugar | ½ cup lemon juice | 2 teaspoons diced onion | 1 teaspoon Dijon mustard | ½ teaspoon salt | ⅔ cup canola oil | 1 tablespoon poppy seeds,https://www.allrecipes.com/thmb/pX46pyUQQT49C8Uv311Tf4Lq1xI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2221670-lemon-poppyseed-dressing-ReneePaj-4x3-1-fdc50557e49545cb892f0b4d8ba86bbc.jpg,10.0,,10.0,0.0,,,,American
Pull-Apart Chicken Sliders,4.7,"These chicken sliders are perfect for a party! They're quick and easy to make with buttery rolls, cooked chicken, tangy BBQ sauce, red onion, and loads of melted cheese.",20 mins,20 mins,40 mins,12,"12 dinner rolls, halved lengthwise | 3 cups chopped cooked chicken | ¾ cup shredded Cheddar cheese, or to taste | ⅓ cup BBQ sauce | ½ red onion, thinly sliced | ½ cup finely chopped parsley | 2 tablespoons melted butter | ¼ cup grated Parmesan cheese | 1 tablespoon finely chopped garlic",,20.0,20.0,40.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Lamb Chops with Balsamic Reduction,4.8,"This balsamic-sauced lamb chop recipe is a favorite in my house. Rosemary and thyme give it great flavor. It serves four people, but if you like two chops each as we do, you'll want to double the recipe. And if you do, just remember that the sauce will take longer to reduce.",10 mins,20 mins,45 mins,4,¾ teaspoon dried rosemary | ½ teaspoon dried thyme | ¼ teaspoon dried basil | salt and pepper to taste | 4 lamb chops (3/4 inch thick) | 1 tablespoon olive oil | ¼ cup minced shallots | ⅓ cup aged balsamic vinegar | ¾ cup chicken broth | 1 tablespoon butter,,10.0,20.0,45.0,15.0,D,Short Wait,Wait time 1-30 min,Other
Paella,4.4,"This paella made with chicken, shrimp, sausage, and rice blend wonderfully with herbs and spices! There is always plenty to go around!",20 mins,45 mins,1 hr 5 mins,10,"5 (4 ounce) links hot Italian sausage, cut into 1 inch pieces | 5 (4 ounce) links mild Italian sausage, cut into 1 inch pieces | 15 raw chicken tenders or strips | 2 pounds large shrimp - peeled and deveined | 1 onion, chopped | 1 green bell pepper, seeded and cut into strips | 1 large stalk celery, with leaves, finely chopped | 2 cloves garlic, minced (Optional) | 2 cups uncooked long grain rice | 2 (14.5 ounce) cans peeled and diced tomatoes, juice reserved | 2 bay leaves | 2 teaspoons salt | 1 teaspoon dried oregano | ¾ teaspoon ground turmeric | 3 ½ cups chicken broth",https://www.allrecipes.com/thmb/k7zILx7fti6BftTbGv-bqwVPoi4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9178005-dad3847204d84c919440789e4eb61d8a.jpg,20.0,45.0,65.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Edible Chocolate Chip Cookie Dough,4.6,"Quick, easy, and delicious way to make edible cookie dough that the whole family will love. Best with semisweet or milk chocolate Nestle® chocolate chips. Store in a sealed container in the refrigerator.",15 mins,,15 mins,36,"1 cup butter, softened | ¼ cup milk | 1 teaspoon vanilla extract | 2 ¼ cups all-purpose flour | ¾ cup brown sugar | ¾ cup white sugar | 1 teaspoon baking soda | 1 teaspoon salt | 1 cup chocolate chips | ½ cup chopped walnuts (Optional)",https://www.allrecipes.com/thmb/vSyrZEqJYLOClTBiGAurjs6W7_s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8522484-bf83318845774574844ca736036ac833.jpg,15.0,,15.0,0.0,,,,American
Blondies II,4.2,"Moist mouth watering bars topped with rich peanut butter frosting .These yummy treats disappear in my home. If you like, reserve a few of the chocolate chips to sprinkle on top for decoration.",30 mins,30 mins,1 hr 30 mins,24,"3 ½ cups all-purpose flour | 2 ¼ teaspoons baking powder | ¾ teaspoon salt | ¾ cup butter, softened | 1 ½ cups packed brown sugar | ¾ cup white sugar | 3 eggs | 1 egg yolk | 2 teaspoons vanilla extract | 6 tablespoons peanut butter | 2 cups semisweet chocolate chips | ½ cup butter, softened | 1 cup peanut butter | 3 cups confectioners' sugar | ⅓ cup milk",https://www.allrecipes.com/thmb/wgiEs7-5ttGMJYvfbNpyrd1YZuU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4471601-41f1e75edc564126bccc5d4b71b2e091.jpg,30.0,30.0,90.0,30.0,D,Short Wait,Wait time 1-30 min,American
Risotto with Truffle and Parmesan,4.9,"I created this truffle risotto recipe because there's nothing quite like creamy, savory rice. It's so delicious and filling, it's almost a meal in itself! You do need to tend to the stove for 30 minutes for stirring, but it's definitely worth the effort. I used regular milk (not cream) and it was absolutely heavenly and creamy! Serve as soon as possible; otherwise, it can get very pasty.",10 mins,40 mins,50 mins,4,"1 quart chicken broth | 3 tablespoons butter, divided | 1 tablespoon olive oil | ½ medium onion, minced | 1 ¼ cups Arborio rice | ½ cup white wine | ¼ cup hot water, or as needed (Optional) | ⅓ cup grated Parmesan cheese | 2 tablespoons white truffle oil | 1 teaspoon milk, or as needed | 2 tablespoons chopped fresh parsley, or to taste | salt and ground black pepper to taste",https://www.allrecipes.com/thmb/qzEGYADUe4vZHQS851RlPgRvyZ8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1036388-risotto-with-truffle-and-parmesan-naples34102-4x3-1-9162f31e5ce6457a8ba9dea9e11fadfc.jpg,10.0,40.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Italian
Deviled Eggs,4.5,These deviled eggs are delicious and always popular at our holiday parties. This recipe adds diced onion and celery to the creamy mayonnaise filling for a little more texture.,15 mins,,15 mins,6,"6 hard-boiled eggs | 2 tablespoons mayonnaise | 1 teaspoon white sugar, or to taste | 1 teaspoon white vinegar | 1 teaspoon prepared mustard | 1 tablespoon finely chopped onion | 1 tablespoon finely chopped celery | ½ teaspoon salt, or to taste | 1 pinch paprika, or to taste",,15.0,,15.0,0.0,,,,American
Roasted Garlic Bread,4.6,"Easy roasted garlic bread made with roasted garlic, butter, and Parmesan cheese.",15 mins,35 mins,50 mins,8,"3 heads garlic | 2 tablespoons olive oil | 1 (1 pound) loaf Italian bread | ½ cup butter, softened | 2 tablespoons grated Parmesan cheese (Optional) | 1 tablespoon chopped fresh parsley (Optional)",,15.0,35.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Italian
Easy Broccoli Bacon Salad,4.8,This broccoli bacon salad with crunchy red onions and juicy raisins tossed in a creamy dressing is simple and delicious. Anybody who doesn't like broccoli will change their mind upon taking their first bite!,20 mins,,20 mins,8,"12 slices cooked bacon, crumbled | 1 large head broccoli, cut into florets | 1 cup raisins | 1 small red onion, chopped | ¼ cup sunflower seeds | ½ cup mayonnaise | ⅓ cup white sugar or to taste | 3 tablespoons red wine vinegar",https://www.allrecipes.com/thmb/p-BOQd2bYgn6VZCi4LX_NAMQ61U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-242291-easy-broccoli-bacon-salad-DDMFS-beauty-4x3-97627b9b6915489eb67e09eb1ce6eb52.jpg,20.0,,20.0,0.0,,,,American
Roasted Okra,4.7,"This roasted okra recipe is so simple and easy. Stewed okra is great, but we like to roast ours from time to time for a little variety. Okra tends to be less gummy or slimy when roasted. A good Southern gardener needs okra recipes. In season, I find myself bringing in okra by the armload nearly every other day. Chopped tomato makes a great addition when we have some handy.",5 mins,10 mins,15 mins,3,"18 fresh okra pods, sliced 1/3 inch thick | 1 tablespoon olive oil | 2 teaspoons kosher salt, or to taste | 2 teaspoons black pepper, or to taste",,5.0,10.0,15.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Strawberry Delight Dessert Pie,4.7,This strawberry delight is a family recipe that everyone will enjoy. It's indescribably delicious!,30 mins,,4 hrs 30 mins,12,"1 ½ cups graham cracker crumbs | ¼ cup white sugar | ⅓ cup butter, melted | 1 (8 ounce) package cream cheese | ¼ cup white sugar | 2 tablespoons milk | 3 ½ cups frozen whipped topping, thawed | 2 pints fresh strawberries, sliced | 2 (3.4 ounce) packages instant vanilla pudding mix | 3 ½ cups milk",https://www.allrecipes.com/thmb/6c49DfX7wjTEOHoGXUAQvAazkMU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8277625-0a76e88dead04cd58dad7fe9aafcd73b.jpg,30.0,,270.0,240.0,,,,American
Golden Rum Cake,4.8,This rum cake is a family favorite at all our get-togethers. The butter rum glaze makes it very special!,30 mins,1 hr,1 hr 30 mins,12,"1 cup chopped walnuts | 1 (15.25 ounce) package yellow cake mix | 1 (3.4 ounce) package instant vanilla pudding mix | 4 large eggs | 1 cup dark rum, divided | ¾ cup water, divided | ½ cup vegetable oil | 1 cup white sugar | ½ cup butter",,30.0,60.0,90.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Cranberry Sauce with Walnuts,4.5,"Love this fresh cranberry sauce with walnuts for the holidays instead of canned cranberry sauce. People who typically do not like cranberry sauce, love this one.",10 mins,15 mins,8 hrs 25 mins,10,"2 (12 ounce) packages fresh cranberries | 2 cups orange juice | 2 cups white sugar | 2 oranges, zested | 1 cup walnuts, chopped",https://www.allrecipes.com/thmb/mv7guV2uZokPuEYa5Ux1GkH1lCc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8680703-feba20980cff4475adda12255fc8acd3.jpg,10.0,15.0,505.0,480.0,E,Long Wait,Wait time > 30 min,American
Classic Minestrone,4.5,"Minestrone is a famous Italian soup that's been much imitated around the world with very different results. This recipe for homemade minestrone soup is a delicious revelation and is also extremely healthy with pasta, beans, and fresh vegetables. Try to make it a day early and refrigerate it for improved flavor. Serve with grated Parmesan cheese and chopped fresh parsley.",25 mins,1 hr,1 hr 25 mins,4,"3 tablespoons olive oil | 1 leek, sliced | 2 carrots, chopped | 1 zucchini, thinly sliced | 4 ounces green beans, cut into 1-inch pieces | 2 stalks celery, thinly sliced | 1 ½ quarts vegetable stock | 1 pound chopped tomatoes | 1 tablespoon chopped fresh thyme | 1 (15 ounce) can cannellini beans, undrained | ¼ cup elbow macaroni | salt and ground black pepper to taste",https://www.allrecipes.com/thmb/K4ITuaso19rrwQvLvkedA2tpkuI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/448549-7ba872a62a274311b6fafd1465f80f98.jpg,25.0,60.0,85.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Italian
Potluck Potato Casserole,4.6,"These potluck potatoes don't disappoint! After trying plenty of hash brown casserole recipes, I finally discovered the perfect mixture on my own! I always make this for any potluck. From dinner parties to football game gatherings, it's always the first thing to be eaten!",15 mins,1 hr,1 hr 15 mins,10,"2 cups shredded Cheddar cheese | 1 (10.5 ounce) can cream of potato soup | 1 (8 ounce) container sour cream | ½ (8 ounce) package cream cheese, softened, or more as needed | ½ cup chopped green onions | 2 cloves garlic, minced | ½ teaspoon salt, or to taste | 1 (16 ounce) package frozen hash brown potatoes | ½ cup grated Parmesan cheese, or more to taste",https://www.allrecipes.com/thmb/t-gs98GRDP3SUqLo-qvXeig_CwU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/230875potluck-potato-casserolefabeveryday4x3-733a1d3cbabd4a86a0f19b69a1a3dca3.jpg,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Sous Vide Mashed Potatoes,5.0,"This recipe for basic mashed potatoes uses your sous vide immersion cooker. While it does take longer than traditional boiled potatoes, the potato flavor is much more concentrated because you aren't boiling away the flavor in water. The added flavor is well worth the time, plus you free up space on the stove for other things!",15 mins,1 hr 30 mins,1 hr 45 mins,4,"1 ½ pounds russet potatoes | ½ cup cold salted butter, cubed | ½ cup half-and-half, or as needed | ⅓ cup sour cream | salt and freshly ground black pepper to taste",https://www.allrecipes.com/thmb/SVaxc7yKdASyl8uZcyfkmSWKock=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9052314-a472e70bc56b442faf93d3efc48c5f35.jpg,15.0,90.0,105.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Wheat Flour Halva,,"There are varieties of halva in the Middle East but this one is a Persian-style with saffron, rose water, and cardamom with a soft texture that melts in you mouth. Decorate as desired with almonds and pistachios. Serve it at room temperature.",10 mins,16 mins,46 mins,8,1 ½ cups water | 1 cup white sugar | ¼ cup rose water | ⅓ teaspoon ground cardamom | 1 pinch saffron | ½ cup butter | 1 ½ cups all-purpose flour,https://www.allrecipes.com/thmb/l6--IrKCYCzuqn9VvP84Mv_IA_o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4480119-4f323c9326d54184b5f9c460bb3b1060.jpg,10.0,16.0,46.0,20.0,D,Short Wait,Wait time 1-30 min,Other
Chilaquiles,4.6,"This is my mom's chilaquiles recipe. It is an easy Mexican breakfast dish of crispy fried tortilla pieces with salsa and eggs, topped with lots of cheese. This recipe makes enough chilaquiles to feed a crowd!",10 mins,20 mins,30 mins,10,"2 cups oil for frying | 30 (6-inch) corn tortillas, torn into strips | ¼ cup chopped onion | 6 large eggs, lightly beaten | 2 teaspoons salt | 7 ounces Mexican-style hot tomato sauce or salsa | ½ cup water | ½ cup shredded Monterey Jack cheese",https://www.allrecipes.com/thmb/zkgyoiOepROKfMa2eQQ7hJVXTHM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/45729-chilaquiles-VAT-003-4x3-02-1-ee1f317d2ccf4eb7bdea4760813ae1da.jpg,10.0,20.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Mexican
Toasted Pumpkin Seeds with Sugar and Spice,4.6,"This is a delicious unique variation of toasted pumpkin seeds. Easy to prepare and hard to mess up. Once you start eating them, you won't be able to stop!",15 mins,45 mins,1 hr,4,"1 cup raw pumpkin seeds, rinsed and dried | 6 tablespoons white sugar, divided | ¼ teaspoon salt | ½ teaspoon pumpkin pie spice | 1 tablespoon vegetable oil",https://www.allrecipes.com/thmb/Fbx-Vz0kiUl_m7v_c0vXLSKDGK0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4128762-0fd2e1cdf6bc43fdbd104dd92ee0ca4b.jpg,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Halal Cart Chicken and Rice,4.6,Halal cart chicken is boldly spiced and served with fragrant turmeric rice and spicy yogurt sauce. The perfect copycat recipe of NYC street food.,20 mins,35 mins,4 hrs 15 mins,8,"¼ cup light olive oil | 2 tablespoons lemon juice | 1 ½ tablespoons coarsely chopped garlic | 1 tablespoon chopped fresh oregano | ½ teaspoon ground coriander | kosher salt and ground black pepper to taste | 2 pounds boneless chicken thighs, trimmed of excess fat | 1 cup Greek yogurt | 1 tablespoon sriracha sauce, or more to taste | 2 cloves garlic, minced | 2 tablespoons unsalted butter | ½ teaspoon ground turmeric | ¼ teaspoon ground cumin | 1 ½ cups long-grain rice | 2 ½ cups chicken broth",https://www.allrecipes.com/thmb/eyxAwElBmD_haKsYPm_V-SIKAjo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6397172-8024fff3f436406993064eb63760aa34.jpg,20.0,35.0,255.0,200.0,E,Long Wait,Wait time > 30 min,Other
Eclairs,4.5,These eclairs are always a hit! My family loves these eclairs and requests them all the time. I usually make them as dessert whenever we have company coming.,30 mins,50 mins,1 hr 20 mins,9,1 cup water | ½ cup butter | 1 cup all-purpose flour | ¼ teaspoon salt | 4 large eggs | 2 ½ cups cold milk | 1 (5 ounce) package instant vanilla pudding mix | 1 cup heavy cream | ¼ cup confectioners' sugar | 1 teaspoon vanilla extract | 2 (1 ounce) squares semisweet chocolate | 2 tablespoons butter | 1 cup confectioners' sugar | 1 teaspoon vanilla extract | 3 tablespoons hot water,https://www.allrecipes.com/thmb/wwiWLOVKJ2aWv0jEVvMV7cdaTss=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1530950-d38dc6de683a404cabbdc318c4372e1f.jpg,30.0,50.0,80.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Kuku Sabzi,,"Kuku sabzi is a traditional Persian dish that is an herb-heavy frittata. The egg is really just a binder to hold all of the herbs together; it is not the main component of this dish. Serve with flatbread, yogurt, pickled onions, feta, and pomegranate seeds. It is wonderful served hot or at room temperature. Great light lunch or an appetizer for a casual cocktail party.",15 mins,20 mins,35 mins,4,"1 large leek | 3 tablespoons extra-virgin olive oil, divided | 4 large eggs | 1 teaspoon baking powder | 1 teaspoon ground fenugreek | ¾ teaspoon kosher salt | ½ teaspoon ground turmeric | 1 ½ cups finely chopped fresh parsley | 1 cup finely chopped fresh cilantro | ¾ cup finely chopped fresh dill",https://www.allrecipes.com/thmb/UJM2ETxEToyLy_4S6R5GUC-UEmo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8932070-203a706304094905a0e7c9161a9ba745.jpg,15.0,20.0,35.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Other
Radler,5.0,"Radler means ""cyclist"" in German. This refreshing German lemonade-beer drink was invented in the late 19th or early 20th century to refresh bicyclists worn out by the summer heat. It is a 50/50 or 60/40 mixture of beer and lemonade and is a delicious addition to the menu of your summer barbeque or party.",5 mins,,5 mins,6,"6 (12 ounce) cans pilsner-style beer, or to taste | 2 quarts prepared lemonade, or to taste",https://www.allrecipes.com/thmb/JO1_CVGjODLHuwk7LBnBtHanMgA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3172399-3bde66261e614f1c8f5748e3d568bb63.jpg,5.0,,5.0,0.0,,,,Other
Red Fruity Pie,4.1,A sweet and sour mix of cherries and raspberries topped with crunchy oats all within a delicate graham cracker crust.,10 mins,10 mins,20 mins,8,"1 cup frozen raspberries | 1 cup frozen cherries | 2 tablespoons white sugar | 1 (9 inch) graham cracker pie crust | 1 cup quick cooking oats | ¼ cup brown sugar | 1 teaspoon ground cinnamon | 1 tablespoon butter or margarine, melted",https://www.allrecipes.com/thmb/oSSsB_dQ2pNKjEyLY9QzGc2Oi4g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/39621-4d969540635e488ab63ec9aa8042e2c9.jpg,10.0,10.0,20.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Coconut-Topped Oatmeal Cake,4.8,"A good, moist, oatmeal cake with a broiled coconut topping.",20 mins,40 mins,1 hr,18,"1 ½ cups boiling water | 1 cup rolled oats | 1 cup packed brown sugar | 1 cup white sugar | ½ cup unsalted butter, softened | 2 large eggs | 1 ½ cups all-purpose flour | 1 teaspoon baking soda | 1 teaspoon ground cinnamon | 1 teaspoon ground nutmeg | ½ teaspoon salt | 1 cup flaked coconut | ½ cup white sugar | ¼ cup packed brown sugar | 6 tablespoons unsalted butter, melted | ¼ teaspoon vanilla extract | ¼ cup heavy cream",https://www.allrecipes.com/thmb/nGyJyhA1xuMlwLKPMVhZFooO-kI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2425024-oatmeal-cake-i-pauly-4x3-1-f596b78c275a45449a8f129fb6a458ee.jpg,20.0,40.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Steamed Vegan Rice Cakes (Banh Bo Hap),2.0,"Easy recipe for steamed rice cake, banh bo hap, a spongy, sweet, and gorgeous-looking vegan dessert. It costs next to nothing to make and fun for the kids.",10 mins,15 mins,2 hrs 25 mins,12,"4 cups rice flour | 2 cups lukewarm water | 1 (14 ounce) can coconut milk | 1 cup white sugar | 4 teaspoons tapioca starch | 1 ½ teaspoons active dry yeast | ½ teaspoon vanilla extract | ¼ teaspoon salt | 2 teaspoons oil, or as needed",https://www.allrecipes.com/thmb/S8KW8ZCIdCc3xdAWGvNKsJThjBg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4576234-b8edd1f8e3f74094964309c8581a3a10.jpg,10.0,15.0,145.0,120.0,E,Long Wait,Wait time > 30 min,Other
